FocusSector,Industry Group,Country,Exchange,Ticker,Company Name,Market,Turnover_USD,Above200DMA,Ret252,profit_margin,roe,revenue_growth,verified,yf,unverified_reason,expansion_signal
Electronics & Semiconductors,Semiconductor,China,SZSE,003026,"Zhejiang MTCN Technology Co.,Ltd. (SZSE:003026)",CN,,,,0.11143,0.07486,0.185,PROFITABLE,003026.SZ,,True
Electronics & Semiconductors,Telecom. Equipment,China,SHSE,603703,"Zhejiang Shengyang Science and Technology Co.,Ltd. (SHSE:603703)",CN,,,,-0.02429,-0.02623,0.296,NOT-PROFITABLE,603703.SS,,True
Electronics & Semiconductors,Electronics (General),China,SHSE,688623,"Zhejiang Shuangyuan Technology Co., Ltd. (SHSE:688623)",CN,,,,0.16168,0.02586,0.043,PROFITABLE,688623.SS,,False
Electronics & Semiconductors,Semiconductor,China,SHSE,603105,"Zhejiang Sunoren Solar Technology Co.,Ltd. (SHSE:603105)",CN,,,,0.24418,0.07806,-0.14,PROFITABLE,603105.SS,,False
Electronics & Semiconductors,Electronics (General),China,SZSE,301556,"Zhejiang Top Cloud-agri Technology Co.,Ltd. (SZSE:301556)",CN,,,,0.21444,0.11071999,-0.122,PROFITABLE,301556.SZ,,False
Electronics & Semiconductors,Electronics (General),China,SZSE,002849,"Zhejiang Viewshine Intelligent Meter Co.,Ltd (SZSE:002849)",CN,,,,0.03046,0.04593,0.176,PROFITABLE,002849.SZ,,True
Electronics & Semiconductors,Electronics (General),China,SHSE,603186,"Zhejiang Wazam New Materials Co.,LTD. (SHSE:603186)",CN,,,,0.06324,0.15027,0.198,PROFITABLE,603186.SS,,True
Electronics & Semiconductors,Electronics (General),China,SZSE,300882,"Zhejiang Wellsun Intelligent Technology Co.,Ltd. (SZSE:300882)",CN,,,,0.07549,0.08529,0.124,PROFITABLE,300882.SZ,,True
Electronics & Semiconductors,Electronics (General),China,SZSE,301280,"Zhejiang ZUCH Technology Co., Ltd (SZSE:301280)",CN,,,,0.11333,0.11288,0.239,PROFITABLE,301280.SZ,,True
Electronics & Semiconductors,Electronics (General),China,SZSE,300807,"Zhengzhou Tiamaes Technology Co., Ltd. (SZSE:300807)",CN,,,,-0.24741,-0.075679995,-0.497,NOT-PROFITABLE,300807.SZ,,False
Electronics & Semiconductors,Telecom. Equipment,China,SZSE,300308,"Zhongji Innolight Co., Ltd. (SZSE:300308)",CN,,,,0.29275998,0.53931,1.921,PROFITABLE,300308.SZ,,True
Electronics & Semiconductors,Telecom. Equipment,China,SZSE,002188,"Zhongtian Service Co., Ltd. (SZSE:002188)",CN,,,,0.07022,0.08542,0.095,PROFITABLE,002188.SZ,,False
Electronics & Semiconductors,Semiconductor,China,SZSE,300053,"Zhuhai Aerospace Microchips Science & Technology Co., Ltd. (SZSE:300053)",CN,,,,-1.45336,-0.22659001,-0.323,NOT-PROFITABLE,300053.SZ,,False
Electronics & Semiconductors,Electronics (General),China,SZSE,002975,"Zhuhai Bojay Electronics Co.,Ltd. (SZSE:002975)",CN,,,,0.11102,0.11226,1.272,PROFITABLE,002975.SZ,,True
Electronics & Semiconductors,Telecom. Equipment,China,SHSE,688175,"Zhuhai Comleader Information Science & Technology Co., Ltd. (SHSE:688175)",CN,,,,-0.10241,-0.01449,0.408,NOT-PROFITABLE,688175.SS,,True
Electronics & Semiconductors,Electronics (General),China,SZSE,000532,"Zhuhai Huajin Capital Co., Ltd. (SZSE:000532)",CN,,,,0.24274,0.083179995,0.037,PROFITABLE,000532.SZ,,False
Electronics & Semiconductors,Electronics (General),China,SZSE,301314,"Zhuhai Kles Technologyco.,Ltd (SZSE:301314)",CN,,,,0.085439995,0.01765,0.193,PROFITABLE,301314.SZ,,True
Electronics & Semiconductors,Electronics (General),China,SZSE,301042,"Zhuhai Raysharp Technology Co.,Ltd. (SZSE:301042)",CN,,,,0.057239998,0.02902,0.769,PROFITABLE,301042.SZ,,True
Electronics & Semiconductors,Electronics (General),China,SZSE,300726,"Zhuzhou Hongda Electronics Corp.,Ltd. (SZSE:300726)",CN,,,,0.22863,0.09819999,0.117,PROFITABLE,300726.SZ,,True
Electronics & Semiconductors,Electronics (General),China,SZSE,301330,"Zkteco Co., Ltd. (SZSE:301330)",CN,,,,0.0912,0.06533,0.09,PROFITABLE,301330.SZ,,False
Electronics & Semiconductors,Telecom. Equipment,Croatia,ZGSE,ERNT,Ericsson Nikola Tesla d.d. (ZGSE:ERNT),,,,,,,,UNVERIFIED,,exchange_not_covered_by_yfinance,False
Electronics & Semiconductors,Electronics (General),Czech Republic,SEP,ATOMT,AtomTrace a.s. (SEP:ATOMT),,,,,,,,UNVERIFIED,ATOMT.PR,yfinance_data_gap,False
Electronics & Semiconductors,Computers/Peripherals,Czech Republic,SEP,HWIO,HARDWARIO a.s. (SEP:HWIO),,,,,0.012460001,0.02301,0.497,PROFITABLE,HWIO.PR,,True
Electronics & Semiconductors,Computers/Peripherals,Denmark,CPSE,ASTK,Asetek A/S (CPSE:ASTK),DK,,,,,,,UNVERIFIED,ASTK.CO,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (Consumer & Office),Denmark,CPSE,BO,Bang & Olufsen A/S (CPSE:BO),DK,,,,-0.04335,-0.099530004,-0.063,NOT-PROFITABLE,BO.CO,,False
Electronics & Semiconductors,Electronics (Consumer & Office),Denmark,CPSE,DANT,Dantax A/S (CPSE:DANT),DK,,,,0.18821,0.07696,-0.294,PROFITABLE,DANT.CO,,False
Electronics & Semiconductors,Electronics (Consumer & Office),Denmark,CPSE,GN,GN Store Nord A/S (CPSE:GN),DK,,,,-0.02248,0.0297,-0.082,NOT-PROFITABLE,GN.CO,,False
Electronics & Semiconductors,Telecom. Equipment,Denmark,OB,NAPA,Napatech A/S (OB:NAPA),DK,,,,,,,UNVERIFIED,NAPA.CO,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Denmark,CPSE,QINTER,Q-Interline A/S (CPSE:QINTER),DK,,,,-0.50963,-2.08147,-0.114,NOT-PROFITABLE,QINTER.CO,,False
Electronics & Semiconductors,Telecom. Equipment,Denmark,CPSE,RTX,RTX A/S (CPSE:RTX),DK,,,,0.02081,0.03712,-0.007,PROFITABLE,RTX.CO,,False
Electronics & Semiconductors,Telecom. Equipment,Denmark,CPSE,RBLN B,Roblon A/S (CPSE:RBLN B),DK,,,,-0.077259995,-0.018,-0.295,NOT-PROFITABLE,RBLN-B.CO,,False
Electronics & Semiconductors,Electronics (General),Estonia,TLSE,BERCM,Bercman Technologies AS (TLSE:BERCM),,,,,,,,UNVERIFIED,BERCM.TL,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Estonia,TLSE,GRB2G,Grab2Go AS (TLSE:GRB2G),,,,,,,,UNVERIFIED,GRB2G.TL,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Finland,HLSE,ACG1V,Aspocomp Group Oyj (HLSE:ACG1V),FI,,,,0.00715,0.01551,0.05,PROFITABLE,ACG1V.HE,,False
Electronics & Semiconductors,Semiconductor Equip,Finland,HLSE,CANATU,Canatu Oyj (HLSE:CANATU),FI,,,,-0.58084,-0.08758,1.667,NOT-PROFITABLE,CANATU.HE,,True
Electronics & Semiconductors,Electronics (General),Finland,HLSE,DETEC,Detection Technology Oyj (HLSE:DETEC),FI,,,,0.079380006,0.109960005,0.051,PROFITABLE,DETEC.HE,,False
Electronics & Semiconductors,Electronics (General),Finland,HLSE,ICP1V,Incap Oyj (HLSE:ICP1V),FI,,,,0.06746,0.11891,0.341,PROFITABLE,ICP1V.HE,,True
Electronics & Semiconductors,Telecom. Equipment,Finland,HLSE,NOKIA,Nokia Oyj (HLSE:NOKIA),FI,,,,0.03472,0.03455,0.084,PROFITABLE,NOKIA.HE,,False
Electronics & Semiconductors,Electronics (General),Finland,HLSE,SCANFL,Scanfil Oyj (HLSE:SCANFL),FI,,,,0.04818,0.14062999,0.281,PROFITABLE,SCANFL.HE,,True
Electronics & Semiconductors,Electronics (General),Finland,HLSE,TAMTRON,Tamtron Group Oyj (HLSE:TAMTRON),FI,,,,0.00833,0.021949999,0.119,PROFITABLE,TAMTRON.HE,,True
Electronics & Semiconductors,Telecom. Equipment,Finland,HLSE,TLT1V,Teleste Oyj (HLSE:TLT1V),FI,,,,0.02533,0.05895,0.0,PROFITABLE,TLT1V.HE,,False
Electronics & Semiconductors,Electronics (General),Finland,HLSE,VAIAS,Vaisala Oyj (HLSE:VAIAS),FI,,,,0.10797,0.21139999,0.044,PROFITABLE,VAIAS.HE,,False
Electronics & Semiconductors,Computers/Peripherals,France,ENXTPA,AL2SI,2CRSI S.A. (ENXTPA:AL2SI),,,,,0.02009,0.24134001,8.771,PROFITABLE,AL2SI.PA,,True
Electronics & Semiconductors,Electronics (General),France,ENXTPA,ALATI,ACTIA Group S.A. (ENXTPA:ALATI),,,,,-0.00955,-0.03926,0.052,NOT-PROFITABLE,ALATI.PA,,False
Electronics & Semiconductors,Telecom. Equipment,France,ENXTPA,ATEME,ATEME SA (ENXTPA:ATEME),,,,,0.0099599995,0.027509999,0.017,PROFITABLE,ATEME.PA,,False
Electronics & Semiconductors,Telecom. Equipment,France,ENXTPA,ALARF,Adeunis Société anonyme (ENXTPA:ALARF),,,,,-0.63232,,,UNVERIFIED,ALARF.PA,yfinance_data_gap,False
Electronics & Semiconductors,Computers/Peripherals,France,ENXTPA,ALJXR,Archos S.A. (ENXTPA:ALJXR),,,,,0.0155299995,0.24383,0.341,PROFITABLE,ALJXR.PA,,True
Electronics & Semiconductors,Electronics (Consumer & Office),France,ENXTPA,BIG,BigBen Interactive (ENXTPA:BIG),,,,,-0.0071799997,-0.01041,-0.003,NOT-PROFITABLE,BIG.PA,,False
Electronics & Semiconductors,Telecom. Equipment,France,ENXTPA,ALBPK,Broadpeak Société anonyme (ENXTPA:ALBPK),,,,,-0.0044,-0.0113699995,0.015,NOT-PROFITABLE,ALBPK.PA,,False
Electronics & Semiconductors,Electronics (Consumer & Office),France,ENXTPA,ALCAB,Cabasse Société anonyme (ENXTPA:ALCAB),,,,,,,,UNVERIFIED,ALCAB.PA,yfinance_data_gap,False
Electronics & Semiconductors,Computers/Peripherals,France,ENXTPA,ALCBX,Cibox Inter@ctive (ENXTPA:ALCBX),,,,,-0.24596001,-0.68252,0.882,NOT-PROFITABLE,ALCBX.PA,,True
Electronics & Semiconductors,Electronics (General),France,ENXTPA,ALCOF,Cofidur S.A. (ENXTPA:ALCOF),,,,,0.012619999,0.03561,-0.011,PROFITABLE,ALCOF.PA,,False
Electronics & Semiconductors,Telecom. Equipment,France,ENXTPA,ALLEC,Cogelec SA (ENXTPA:ALLEC),,,,,,,,UNVERIFIED,ALLEC.PA,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),France,ENXTPA,ALDRV,Drone Volt SA (ENXTPA:ALDRV),,,,,-1.57455,-0.86697,-0.157,NOT-PROFITABLE,ALDRV.PA,,False
Electronics & Semiconductors,Telecom. Equipment,France,ENXTPA,EKI,EKINOPS S.A. (ENXTPA:EKI),,,,,-0.08984,-0.08826999,0.018,NOT-PROFITABLE,EKI.PA,,False
Electronics & Semiconductors,Telecom. Equipment,France,ENXTPA,ALNN6,ENENSYS Technologies SA (ENXTPA:ALNN6),,,,,-0.13419,-0.95989,-0.236,NOT-PROFITABLE,ALNN6.PA,,False
Electronics & Semiconductors,Electronics (General),France,ENXTPA,ALGID,Egide S.A. (ENXTPA:ALGID),,,,,-0.0992,-0.66142,0.081,NOT-PROFITABLE,ALGID.PA,,False
Electronics & Semiconductors,Electronics (General),France,ENXTPA,SFPI,GROUPE SFPI SA (ENXTPA:SFPI),,,,,0.026630001,0.0617,-0.016,PROFITABLE,SFPI.PA,,False
Electronics & Semiconductors,Electronics (General),France,ENXTPA,GEA,Grenobloise d'Electronique et d'Automatismes Société Anonyme (ENXTPA:GEA),,,,,0.08411,0.06166,-0.117,PROFITABLE,GEA.PA,,False
Electronics & Semiconductors,Electronics (General),France,ENXTPA,ALGTR,Groupe Tera SA (ENXTPA:ALGTR),,,,,1.33836,1.62545,-0.263,PROFITABLE,ALGTR.PA,,False
Electronics & Semiconductors,Computers/Peripherals,France,ENXTPA,GUI,Guillemot Corporation S.A. (ENXTPA:GUI),,,,,-0.01912,-0.0247,0.093,NOT-PROFITABLE,GUI.PA,,False
Electronics & Semiconductors,Telecom. Equipment,France,ENXTPA,ALHF,HF Company SA (ENXTPA:ALHF),,,,,2.26287,0.04678,-0.977,PROFITABLE,ALHF.PA,,False
Electronics & Semiconductors,Electronics (General),France,ENXTPA,ALICA,Icape Holding S.A. (ENXTPA:ALICA),,,,,-0.00184,0.08663,,NOT-PROFITABLE,ALICA.PA,,False
Electronics & Semiconductors,Semiconductor,France,ENXTPA,ALKAL,Kalray S.A. (ENXTPA:ALKAL),,,,,-0.18175,-0.1349,-0.449,NOT-PROFITABLE,ALKAL.PA,,False
Electronics & Semiconductors,Telecom. Equipment,France,ENXTPA,ALKLK,Kerlink SA (ENXTPA:ALKLK),,,,,-0.1384,-0.66449,0.368,NOT-PROFITABLE,ALKLK.PA,,True
Electronics & Semiconductors,Electronics (General),France,ENXTPA,LACR,LACROIX Group SA (ENXTPA:LACR),,,,,-0.08904,0.075679995,-0.001,NOT-PROFITABLE,LACR.PA,,False
Electronics & Semiconductors,Electronics (Consumer & Office),France,ENXTPA,ALLEX,Lexibook - Linguistic Electronic System Société anonyme (ENXTPA:ALLEX),,,,,0.08889,0.25847998,0.005,PROFITABLE,ALLEX.PA,,False
Electronics & Semiconductors,Computers/Peripherals,France,ENXTPA,ALLOG,Logic Instrument S.A. (ENXTPA:ALLOG),,,,,0.031070001,0.14249,0.511,PROFITABLE,ALLOG.PA,,True
Electronics & Semiconductors,Electronics (General),France,ENXTPA,LBIRD,Lumibird SA (ENXTPA:LBIRD),,,,,0.061300002,0.06929,0.085,PROFITABLE,LBIRD.PA,,False
Electronics & Semiconductors,Semiconductor,France,ENXTPA,MEMS,"MEMSCAP, S.A. (ENXTPA:MEMS)",,,,,0.058790002,,0.062,UNVERIFIED,MEMS.PA,yfinance_data_gap,False
Electronics & Semiconductors,Computers/Peripherals,France,ENXTPA,ALMDG,MGI Digital Technology Société Anonyme (ENXTPA:ALMDG),,,,,0.09946,0.04454,-0.322,PROFITABLE,ALMDG.PA,,False
Electronics & Semiconductors,Computers/Peripherals,France,ENXTPA,ALTHO,Metavisio (ENXTPA:ALTHO),,,,,0.0,,,UNVERIFIED,ALTHO.PA,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,France,ENXTPA,ALMUN,Munic S.A. (ENXTPA:ALMUN),,,,,-0.01644,-0.020299999,-0.001,NOT-PROFITABLE,ALMUN.PA,,False
Electronics & Semiconductors,Electronics (Consumer & Office),France,ENXTPA,NACON,Nacon S.A. (ENXTPA:NACON),,,,,-2.27674,-3.6057801,-0.09,NOT-PROFITABLE,NACON.PA,,False
Electronics & Semiconductors,Electronics (General),France,ENXTPA,MLNOV,Novatech Industries (ENXTPA:MLNOV),,,,,-0.01607,-0.11375,,NOT-PROFITABLE,MLNOV.PA,,False
Electronics & Semiconductors,Computers/Peripherals,France,ENXTPA,ALORD,Ordissimo SA (ENXTPA:ALORD),,,,,-0.061729997,-0.051170003,0.57,NOT-PROFITABLE,ALORD.PA,,True
Electronics & Semiconductors,Telecom. Equipment,France,ENXTPA,PARRO,Parrot S.A. (ENXTPA:PARRO),,,,,0.01963,0.04283,0.706,PROFITABLE,PARRO.PA,,True
Electronics & Semiconductors,Computers/Peripherals,France,ENXTPA,QDT,Quadient S.A. (ENXTPA:QDT),,,,,-0.06566,-0.06302,-0.071,NOT-PROFITABLE,QDT.PA,,False
Electronics & Semiconductors,Semiconductor Equip,France,ENXTPA,ALRIB,Riber S.A. (ENXTPA:ALRIB),,,,,0.12998,0.20594,0.08,PROFITABLE,ALRIB.PA,,False
Electronics & Semiconductors,Semiconductor Equip,France,ENXTPA,ALSEM,SEMCO Technologies Société anonyme (ENXTPA:ALSEM),,,,,0.26261,0.56168,,PROFITABLE,ALSEM.PA,,False
Electronics & Semiconductors,Computers/Peripherals,France,ENXTPA,ARTO,Société Industrielle et Financière de l'Artois Société anonyme (ENXTPA:ARTO),,,,,0.060879998,0.00044,-0.151,PROFITABLE,ARTO.PA,,False
Electronics & Semiconductors,Semiconductor Equip,France,ENXTPA,SOI,Soitec SA (ENXTPA:SOI),,,,,-0.37146,-0.15201999,-0.346,NOT-PROFITABLE,SOI.PA,,False
Electronics & Semiconductors,Telecom. Equipment,France,ENXTPA,ALTXC,TXCOM Société Anonyme (ENXTPA:ALTXC),,,,,-0.0635,-0.03591,-0.497,NOT-PROFITABLE,ALTXC.PA,,False
Electronics & Semiconductors,Electronics (General),France,ENXTPA,ALVG,VEOM Group (ENXTPA:ALVG),,,,,,,,UNVERIFIED,ALVG.PA,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,France,ENXTPA,VANTI,Vantiva S.A. (ENXTPA:VANTI),,,,,-0.10317001,,-0.148,UNVERIFIED,VANTI.PA,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),France,ENXTPA,VU,VusionGroup S.A. (ENXTPA:VU),,,,,0.09738,0.41415,0.572,PROFITABLE,VU.PA,,True
Electronics & Semiconductors,Electronics (General),France,ENXTPA,ALI2S,i2S SA (ENXTPA:ALI2S),,,,,0.03573,0.05125,0.026,PROFITABLE,ALI2S.PA,,False
Electronics & Semiconductors,Semiconductor Equip,Germany,XTRA,AIXA,AIXTRON SE (XTRA:AIXA),DE,,,,0.12085,0.06315,-0.162,PROFITABLE,AIXA.DE,,False
Electronics & Semiconductors,Telecom. Equipment,Germany,XTRA,ADV,Adtran Networks SE (XTRA:ADV),DE,,,,-0.04542,-0.05639,0.171,NOT-PROFITABLE,ADV.DE,,True
Electronics & Semiconductors,Electronics (General),Germany,XTRA,BSL,Basler Aktiengesellschaft (XTRA:BSL),DE,,,,0.10859,0.20255,0.437,PROFITABLE,BSL.DE,,True
Electronics & Semiconductors,Electronics (General),Germany,XTRA,BKHT,Brockhaus Technologies AG (XTRA:BKHT),DE,,,,-0.67350996,-0.10052,-0.15,NOT-PROFITABLE,BKHT.DE,,False
Electronics & Semiconductors,Semiconductor,Germany,MUN,CV3,Carpevigo Holding AG (MUN:CV3),DE,,,,,,,UNVERIFIED,CV3.DE,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,Germany,DB,CEK,CeoTronics AG (DB:CEK),DE,,,,0.113809995,0.28519,0.616,PROFITABLE,CEK.DE,,True
Electronics & Semiconductors,Computers/Peripherals,Germany,XTRA,C3RY,Cherry SE (XTRA:C3RY),DE,,,,-0.53681,-0.63009,-0.178,NOT-PROFITABLE,C3RY.DE,,False
Electronics & Semiconductors,Electronics (General),Germany,XTRA,DAM,DATA MODUL Aktiengesellschaft Produktion und Vertrieb von elektronischen Systemen (XTRA:DAM),DE,,,,-0.01122,-0.01607,-0.041,NOT-PROFITABLE,DAM.DE,,False
Electronics & Semiconductors,Semiconductor,Germany,XTRA,ELG,Elmos Semiconductor SE (XTRA:ELG),DE,,,,0.16374001,0.17993,0.112,PROFITABLE,ELG.DE,,True
Electronics & Semiconductors,Electronics (General),Germany,XTRA,FEV,FORTEC Elektronik AG (XTRA:FEV),DE,,,,0.0077100005,0.01119,-0.045,PROFITABLE,FEV.DE,,False
Electronics & Semiconductors,Semiconductor,Germany,XTRA,SIS,First Sensor AG (XTRA:SIS),DE,,,,0.05347,0.05244,0.987,PROFITABLE,SIS.DE,,True
Electronics & Semiconductors,Telecom. Equipment,Germany,DB,FEW0,Funkwerk AG (DB:FEW0),DE,,,,,,,UNVERIFIED,FEW0.DE,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,Germany,DB,GGS,Gigaset AG (DB:GGS),DE,,,,,,,UNVERIFIED,GGS.DE,yfinance_data_gap,False
Electronics & Semiconductors,Semiconductor,Germany,HMSE,QCE,Global PVQ SE (HMSE:QCE),DE,,,,,,,UNVERIFIED,QCE.DE,yfinance_data_gap,False
Electronics & Semiconductors,Computers/Peripherals,Germany,DB,HYI,Hyrican Informationssysteme Aktiengesellschaft (DB:HYI),DE,,,,,,,UNVERIFIED,HYI.DE,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Germany,XTRA,IS7,InTiCa Systems SE (XTRA:IS7),DE,,,,-0.028169999,-0.12876001,-0.003,NOT-PROFITABLE,IS7.DE,,False
Electronics & Semiconductors,Semiconductor,Germany,XTRA,IFX,Infineon Technologies AG (XTRA:IFX),DE,,,,0.07774,0.07019,0.126,PROFITABLE,IFX.DE,,True
Electronics & Semiconductors,Electronics (General),Germany,XTRA,JEN,Jenoptik AG (XTRA:JEN),DE,,,,0.07615,0.07862,-0.01,PROFITABLE,JEN.DE,,False
Electronics & Semiconductors,Electronics (General),Germany,HMSE,KTEK,KATEK SE (HMSE:KTEK),DE,,,,,,,UNVERIFIED,KTEK.DE,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Germany,XTRA,LPK,LPKF Laser & Electronics SE (XTRA:LPK),DE,,,,-0.26125,-0.34219003,-0.419,NOT-PROFITABLE,LPK.DE,,False
Electronics & Semiconductors,Semiconductor Equip,Germany,DB,M5Z,Manz AG (DB:M5Z),DE,,,,,,,UNVERIFIED,M5Z.DE,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Germany,XTRA,MBQ,Mobotix AG (XTRA:MBQ),DE,,,,0.00735,0.03151,-0.145,PROFITABLE,MBQ.DE,,False
Electronics & Semiconductors,Electronics (General),Germany,DB,NXR,NeXR Technologies SE (DB:NXR),DE,,,,,,,UNVERIFIED,NXR.DE,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Germany,XTRA,M7U,Nynomic AG (XTRA:M7U),DE,,,,-0.00756,-0.00342,,NOT-PROFITABLE,M7U.DE,,False
Electronics & Semiconductors,Semiconductor Equip,Germany,XTRA,TPE,PVA TePla AG (XTRA:TPE),DE,,,,-0.0057,-0.00994,0.08,NOT-PROFITABLE,TPE.DE,,False
Electronics & Semiconductors,Semiconductor,Germany,HMSE,PS4,Phoenix Solar Aktiengesellschaft (HMSE:PS4),DE,,,,,,,UNVERIFIED,PS4.DE,yfinance_data_gap,False
Electronics & Semiconductors,Semiconductor,Germany,XTRA,P4O,Planoptik AG (XTRA:P4O),DE,,,,-0.00513,-0.00464,-0.073,NOT-PROFITABLE,P4O.DE,,False
Electronics & Semiconductors,Computers/Peripherals,Germany,XTRA,M3B,Pyramid AG (XTRA:M3B),DE,,,,,,,UNVERIFIED,M3B.DE,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Germany,NasdaqGM,SHMD,SCHMID Group N.V. (NasdaqGM:SHMD),DE,,,,,,,UNVERIFIED,SHMD.DE,yfinance_data_gap,False
Electronics & Semiconductors,Semiconductor Equip,Germany,XTRA,SMHN,SUSS MicroTec SE (XTRA:SMHN),DE,,,,0.058480002,0.08241,-0.18,PROFITABLE,SMHN.DE,,False
Electronics & Semiconductors,Electronics (General),Germany,XTRA,SCE,Schweizer Electronic AG (XTRA:SCE),DE,,,,0.03382,0.29281,0.202,PROFITABLE,SCE.DE,,True
Electronics & Semiconductors,Semiconductor Equip,Germany,XTRA,WAF,Siltronic AG (XTRA:WAF),DE,,,,-0.14831,-0.10442001,-0.023,NOT-PROFITABLE,WAF.DE,,False
Electronics & Semiconductors,Electronics (General),Germany,XTRA,SYT,Softing AG (XTRA:SYT),DE,,,,-0.059710003,-0.09725001,-0.015,NOT-PROFITABLE,SYT.DE,,False
Electronics & Semiconductors,Semiconductor,Germany,HMSE,SWVK,SolarWorld Aktiengesellschaft (HMSE:SWVK),DE,,,,,,,UNVERIFIED,SWVK.DE,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Germany,HMSE,S9I,Stemmer Imaging AG (HMSE:S9I),DE,,,,,,,UNVERIFIED,S9I.DE,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (Consumer & Office),Germany,DB,TCU,TC Unterhaltungselektronik AG (DB:TCU),DE,,,,,,,UNVERIFIED,TCU.DE,yfinance_data_gap,False
Electronics & Semiconductors,Semiconductor,Germany,DUSE,9TS,TubeSolar AG (DUSE:9TS),DE,,,,,,,UNVERIFIED,9TS.DE,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Germany,XTRA,V6C,Viscom SE (XTRA:V6C),DE,,,,-0.12786001,-0.22243999,-0.274,NOT-PROFITABLE,V6C.DE,,False
Electronics & Semiconductors,Telecom. Equipment,Germany,XTRA,CFC,aconnic AG (XTRA:CFC),DE,,,,-0.303,-77.41805,-0.352,NOT-PROFITABLE,CFC.DE,,False
Electronics & Semiconductors,Electronics (General),Germany,XTRA,A6T,artec technologies AG (XTRA:A6T),DE,,,,-0.0014599999,-0.00177,0.315,NOT-PROFITABLE,A6T.DE,,True
Electronics & Semiconductors,Telecom. Equipment,Greece,ATSE,OPTRON,Optronics Technologies S.A. (ATSE:OPTRON),,,,,0.022149999,0.06107,0.885,PROFITABLE,OPTRON.AT,,True
Electronics & Semiconductors,Electronics (Consumer & Office),Hong Kong,SEHK,328,Alco Holdings Limited (SEHK:328),HK,,,,-0.70932996,,0.22,UNVERIFIED,0328.HK,yfinance_data_gap,True
Electronics & Semiconductors,Electronics (General),Hong Kong,SEHK,710,BOE Varitronix Limited (SEHK:710),HK,,,,0.02474,0.072129995,-0.001,PROFITABLE,0710.HK,,False
Electronics & Semiconductors,Electronics (General),Hong Kong,OTCPK,BNSO.F,Bonso Electronics International Inc. (OTCPK:BNSO.F),HK,,,,,,,UNVERIFIED,BNSO.F.HK,yfinance_data_gap,False
Electronics & Semiconductors,Computers/Peripherals,Hong Kong,OTCPK,BRQS.F,"Borqs Technologies, Inc. (OTCPK:BRQS.F)",HK,,,,,,,UNVERIFIED,BRQS.F.HK,yfinance_data_gap,False
Electronics & Semiconductors,Semiconductor,Hong Kong,SEHK,2203,Brainhole Technology Limited (SEHK:2203),HK,,,,-0.41869,,-0.179,UNVERIFIED,2203.HK,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Hong Kong,NasdaqCM,CCTG,CCSC Technology International Holdings Limited (NasdaqCM:CCTG),HK,,,,,,,UNVERIFIED,CCTG.HK,yfinance_data_gap,False
Electronics & Semiconductors,Semiconductor,Hong Kong,SGX,BXE,CDW Holding Limited (SGX:BXE),HK,,,,,,,UNVERIFIED,0BXE.HK,yfinance_data_gap,False
Electronics & Semiconductors,Telecom. Equipment,Hong Kong,SEHK,8245,Canopy SkyFire Group Limited (SEHK:8245),HK,,,,-0.26439,,0.015,UNVERIFIED,8245.HK,yfinance_data_gap,False
Electronics & Semiconductors,Electronics (General),Hong Kong,SEHK,31,China Aerospace International Holdings Limited (SEHK:31),HK,,,,-0.04106,-0.03086,-0.004,NOT-PROFITABLE,0031.HK,,False
Electronics & Semiconductors,Computers/Peripherals,Hong Kong,SEHK,164,China Baoli Technologies Holdings Limited (SEHK:164),HK,,,,-0.49971,,-0.03,UNVERIFIED,0164.HK,yfinance_data_gap,False
Electronics & Semiconductors,Semiconductor,Hong Kong,SEHK,85,China Electronics Huada Technology Company Limited (SEHK:85),HK,,,,0.1079,0.09399,0.081,PROFITABLE,0085.HK,,False
Electronics & Semiconductors,Electronics (General),Hong Kong,SEHK,1143,China Energy Storage Technology Development Limited (SEHK:1143),HK,,,,-0.12347999,-0.0868,,NOT-PROFITABLE,1143.HK,,False
Electronics & Semiconductors,Electronics (General),Hong Kong,SEHK,591,China High Precision Automation Group Limited (SEHK:591),HK,,,,0.03332,0.00317,-0.265,PROFITABLE,0591.HK,,False
